template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
symbol,e3a51b5d96b119afe892243c1f5d0c45140bddfc,ㄣ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14249:運:ㄩㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14405:門:ㄇㄣˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14249:運:ㄩㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14405:門:ㄇㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fb9978c1f354a79a8d017f346ed6d06105297071,ㄣ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15412:村:ㄘㄨㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15413:存:ㄘㄨㄣˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15459:損:ㄙㄨㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,083b34e6d53aab48bfa6fc8667d4d8d361df9163,ㄤ,15,2,3up:DFPYuanW5-ZhuIn-BFW#15069:響:ㄒㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14727:兩:ㄌㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#15068:項:ㄒㄧㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14725:良:ㄌㄧㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#15151:撞:ㄓㄨㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#15019:搶:ㄑㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14726:諒:ㄌㄧㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#15017:強:ㄑㄧㄤˊ;3up:DFPYuanW5-PoIn1-BFW#14725:量:ㄌㄧㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14868:礦:ㄎㄨㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14967:將:ㄐㄧㄤ;3up:DFPYuanW5-ZhuIn-BFW#15066:鄉:ㄒㄧㄤ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,148afd63650136b2a7520ea2bf459b4c88c5e6c5,ㄤ,7,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14724:良:ㄌㄧㄤˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14726:兩:ㄌㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14725:諒:ㄌㄧㄤˋ;3up:n@dW5@#14725:量:ㄌㄧㄤˋ;3down:DFPBiaoKai-W5-PoIn1-BFW#14725:量:ㄌㄧㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14724:良:ㄌㄧㄤˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14726:兩:ㄌㄧㄤˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,51ee087004b59be41798df5dc3190e6d9afa8031,ㄤ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14232:往:ㄨㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14231:望:ㄨㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14232:往:ㄨㄤˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14231:望:ㄨㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,afb03299a63537f6cf31bd87179a66d0ac4d48e9,ㄤ,23,2,3up:DFPYuanW5-ZhuIn-BFW#15257:上:ㄕㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14198:樣:ㄧㄤˋ;3up:DFPYuanW5-PoIn1-BFW#15126:長:ㄓㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14460:方:ㄈㄤ;3up:DFPYuanW5-ZhuIn-BFW#14199:養:ㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14495:當:ㄉㄤ;3up:DFPYuanW5-ZhuIn-BFW#15299:讓:ㄖㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14461:防:ㄈㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14840:康:ㄎㄤ;3up:DFPYuanW5-ZhuIn-BFW#14409:芒:ㄇㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14283:幫:ㄅㄤ;3up:DFPYuanW5-ZhuIn-BFW#14842:抗:ㄎㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b2495c681e0b864df5df22a027e9e3113d5d6308,ㄤ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14198:養:ㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14196:陽:ㄧㄤˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14197:樣:ㄧㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14196:洋:ㄧㄤˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14198:養:ㄧㄤˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14197:樣:ㄧㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b48b68afe7126de56c445a04c5a7db670810cca7,ㄤ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15150:壯:ㄓㄨㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15150:狀:ㄓㄨㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,cd949331b561018f4c3f1b589f24a2045546c270,ㄤ,2,1,3up:DFHeiPoIn1-Bd-BPMW-BF#14978:晃:ㄏㄨㄤˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14768:量:ㄌㄧㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,d8e01470a05f0379a521e881b1350086d030a939,ㄤ,24,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#15067:像:ㄒㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14966:將:ㄐㄧㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15068:響:ㄒㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15065:相:ㄒㄧㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15280:雙:ㄕㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15016:強:ㄑㄧㄤˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14867:況:ㄎㄨㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14812:光:ㄍㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15149:裝:ㄓㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15018:搶:ㄑㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14967:降:ㄐㄧㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15067:像:ㄒㄧㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,f38c4614031dab09b3e0fa7aa59e040e171386fd,ㄤ,40,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14494:當:ㄉㄤ;3up:DFPBiaoKai-W5-PoIn1-BFW#15125:長:ㄓㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15298:讓:ㄖㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14839:康:ㄎㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15256:上:ㄕㄤˋ;3up:n@dW5@#15125:長:ㄓㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14459:方:ㄈㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15254:傷:ㄕㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14461:放:ㄈㄤˋ;3up:DFPBiaoKai-W5-PoIn1-BFW#14495:當:ㄉㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14782:剛:ㄍㄤ;3up:n@dW5@#14495:當:ㄉㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fa1947a6c5646af6ed3218701cab4649f025a190,ㄤ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14282:幫:ㄅㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14408:忙:ㄇㄤˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14282:幫:ㄅㄤ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fa3fed005126b85945d5ceb228f84a492ba67747,ㄤ,58,11,3down:YenRoundZuinnEG-Md#14762:康:ㄎㄤ;3down:YenRoundZuinnEG-Md#15236:讓:ㄖㄤˋ;3down:YenRoundZuinnEG-Md#15479:樣:ㄧㄤˋ;3down:YenRoundZuinnEG-Md#14994:項:ㄒㄧㄤˋ;3down:YenRoundZuinnEG-Bd#14762:康:ㄎㄤ;3down:YenRoundZuinn1EG-Bd#15053:長:ㄓㄤˇ;3down:YenRoundZuinnEG-Bd#14360:防:ㄈㄤˊ;3down:YenRoundZuinnEG-Bd#15477:洋:ㄧㄤˊ;3down:YenRoundZuinn1EG-Bd#14642:量:ㄌㄧㄤˋ;3down:YenRoundZuinnEG-Bd#14238:乓:ㄆㄤ;3down:YenRoundZuinnEG-Bd#15209:雙:ㄕㄨㄤ;3down:YenRoundZuinnEG-Md#14789:況:ㄎㄨㄤˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,13c027a59a60a076f732984e4b3c5d48fe4466d2,ㄥ,7,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14431:名:ㄇㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14580:挺:ㄊㄧㄥˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14577:聽:ㄊㄧㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14514:叮:ㄉㄧㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14432:命:ㄇㄧㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14431:明:ㄇㄧㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14432:命:ㄇㄧㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,2b5674b71c0dadc113f3b684d2e0593841d25191,ㄥ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14969:經:ㄐㄧㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14969:精:ㄐㄧㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,3fbf247cb6f8e716e9e94c82c9e17496920353db,ㄥ,5,2,3up:DFHeiChuIn-Bd-BPMW-BF#15196:重:ㄓㄨㄥˋ;3up:DFHeiChuIn-Bd-BPMW-BF#15013:淨:ㄐㄧㄥˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#15013:勁:ㄐㄧㄥˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#15196:中:ㄓㄨㄥˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#15262:重:ㄔㄨㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,4a247406b02958d09b1542e3f54529d4e00086a9,ㄥ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14970:境:ㄐㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14971:頸:ㄐㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14971:警:ㄐㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14970:境:ㄐㄧㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,53cab8356187d1eb228140f75b41fd01cb7c2f2d,ㄥ,59,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14602:同:ㄊㄨㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14603:痛:ㄊㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15153:重:ㄓㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15417:從:ㄘㄨㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14515:定:ㄉㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14534:動:ㄉㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15022:請:ㄑㄧㄥˇ;3up:n@dW5@#15071:興:ㄒㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15070:行:ㄒㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15020:情:ㄑㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15460:鬆:ㄙㄨㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15154:種:ㄓㄨㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,6ed6069133568ea96b173374165ac66675daa2bb,ㄥ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15088:胸:ㄒㄩㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15088:胸:ㄒㄩㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,767cede236bd88ea80fa490edd70dbceefa6ae66,ㄥ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14728:靈:ㄌㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14729:另:ㄌㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14730:領:ㄌㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14729:令:ㄌㄧㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14728:靈:ㄌㄧㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14730:領:ㄌㄧㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7d4a95ad1cd15f0ab1bf6a3edcda39dfb6922bc7,ㄥ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14254:用:ㄩㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14255:勇:ㄩㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14254:用:ㄩㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14255:泳:ㄩㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,8ef2f0d99f5aee8c1ebf976b28a949b92fc62141,ㄥ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14347:朋:ㄆㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14348:碰:ㄆㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14347:朋:ㄆㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,8fb32fe1571ab156c77dfc0bd8d0561cf2fe7016,ㄥ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14412:夢:ㄇㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14463:風:ㄈㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14463:豐:ㄈㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a1eceee4e18d44ea0f8519b2466eec1eecdf09f7,ㄥ,40,2,3up:DFPYuanW5-ZhuIn-BFW#15154:重:ㄓㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14603:同:ㄊㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15023:請:ㄑㄧㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#14432:名:ㄇㄧㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15155:種:ㄓㄨㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#14535:動:ㄉㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15153:鐘:ㄓㄨㄥ;3up:DFPYuanW5-ZhuIn-BFW#15070:星:ㄒㄧㄥ;3up:DFPYuanW5-ZhuIn-BFW#14816:恭:ㄍㄨㄥ;3up:DFPYuanW5-ZhuIn-BFW#14970:經:ㄐㄧㄥ;3up:DFPYuanW5-ZhuIn-BFW#15021:情:ㄑㄧㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15418:從:ㄘㄨㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a90aef615bd7096a16813c24eba474395ccd8c0f,ㄥ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14200:營:ㄧㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14200:營:ㄧㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b248e59cd1754976fdaf579c6d6640aa56dd289a,ㄥ,22,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14634:能:ㄋㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15128:整:ㄓㄥˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14561:疼:ㄊㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14787:更:ㄍㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14499:等:ㄉㄥˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15127:正:ㄓㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14904:衡:ㄏㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15126:爭:ㄓㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15260:剩:ㄕㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14498:蹬:ㄉㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15347:增:ㄗㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14634:能:ㄋㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b91c403a0e69fbdd1f445a9dcceca1974ff55e20,ㄥ,85,8,3down:YenRoundZuinnEG-Md#14437:動:ㄉㄨㄥˋ;3down:YenRoundZuinnEG-Md#14893:精:ㄐㄧㄥ;3down:YenRoundZuinnEG-Md#14544:能:ㄋㄥˊ;3down:YenRoundZuinnEG-Md#15078:中:ㄓㄨㄥ;3down:YenRoundZuinnEG-Md#14709:更:ㄍㄥˋ;3down:YenRoundZuinnEG-Md#15189:生:ㄕㄥ;3down:YenRoundZuinnEG-Md#14895:境:ㄐㄧㄥˋ;3down:YenRoundZuinnEG-Md#15191:繩:ㄕㄥˊ;3down:YenRoundZuinnEG-Md#15535:泳:ㄩㄥˇ;3down:YenRoundZuinnEG-Md#14399:等:ㄉㄥˇ;3down:YenRoundZuinnEG-Bd#15351:從:ㄘㄨㄥˊ;3down:YenRoundZuinnEG-Bd#15189:生:ㄕㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c7468e296e8dc67a3d8f3b356f3178e4039e1244,ㄥ,22,2,3up:DFPYuanW5-ZhuIn-BFW#14348:朋:ㄆㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15129:整:ㄓㄥˇ;3up:DFPYuanW5-PoIn1-BFW#14202:應:ㄧㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14203:影:ㄧㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#15259:生:ㄕㄥ;3up:DFPYuanW5-ZhuIn-BFW#15397:曾:ㄘㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#14635:能:ㄋㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#14255:用:ㄩㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15128:症:ㄓㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14349:碰:ㄆㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14347:烹:ㄆㄥ;3up:DFPYuanW5-ZhuIn-BFW#14200:應:ㄧㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,d889ce404b725856956cc6ec684c2b278d1ce538,ㄥ,5,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15258:生:ㄕㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15259:繩:ㄕㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15258:生:ㄕㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14465:奉:ㄈㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15259:繩:ㄕㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,d941dad195cf9b7a390a913a6542ccd89a597978,ㄥ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14604:統:ㄊㄨㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14604:統:ㄊㄨㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,d9d66dfef1cd08a36dedca41d41220313ebbbc25,ㄥ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14199:應:ㄧㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14199:應:ㄧㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,f0a42c5861c5a15f2ccf3de0bc6060af77178aef,ㄥ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14306:並:ㄅㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14307:餅:ㄅㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14306:並:ㄅㄧㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fa5a0ca8f224bd3b2e76e69a73faf602af24ba88,ㄥ,7,3,3up:n@dW5@#14201:應:ㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14202:影:ㄧㄥˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14201:硬:ㄧㄥˋ;3up:DFPBiaoKai-W5-PoIn1-BFW#14201:應:ㄧㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14202:影:ㄧㄥˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#14201:應:ㄧㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14201:硬:ㄧㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,31360f8dc6018c7edecb28ae740d1bc8970a4a76,ㄦ,3,1,3up:DFPYuanW5-ZhuIn-BFW#14164:二:ㄦˋ;3up:DFPYuanW5-ZhuIn-BFW#14163:而:ㄦˊ;3up:DFPYuanW5-ZhuIn-BFW#14165:耳:ㄦˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,9fa32b7798dcba80f25467ec29c9618baa3b2259,ㄦ,4,2,3down:YenRoundZuinnEG-Md#15444:兒:ㄦˊ;3down:YenRoundZuinnEG-Md#15446:二:ㄦˋ;3down:ZhuYinNREG-Md#15446:二:ㄦˋ;3down:ZhuYinNREG-Md#15444:兒:ㄦˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a96d406cdf85cf0ff6df7edd7bbc442a3e7e631d,ㄦ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14162:而:ㄦˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14162:兒:ㄦˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,e5d0ab2d5981b65ec3f79239a841645b5f75233c,ㄦ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14163:二:ㄦˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14164:耳:ㄦˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14163:二:ㄦˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,01d6256750624b59d40be7b726531299dd422729,ㄧ,157,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14422:妙:ㄇㄧㄠˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14429:民:ㄇㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15067:像:ㄒㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14301:變:ㄅㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14573:天:ㄊㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14964:進:ㄐㄧㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15061:新:ㄒㄧㄣ;3up:DFPBiaoKai-W5-PoIn1-BFW#14572:挑:ㄊㄧㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15059:現:ㄒㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14958:就:ㄐㄧㄡˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15057:先:ㄒㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14961:健:ㄐㄧㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,098b4e19d2e4ddc5b00aff983769215e16d2e92e,ㄧ,20,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14944:己:ㄐㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14942:級:ㄐㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14943:繼:ㄐㄧˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14941:肌:ㄐㄧ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15040:係:ㄒㄧˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15041:喜:ㄒㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14563:提:ㄊㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14417:米:ㄇㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14562:踢:ㄊㄧ;3up:n@dW5@#14943:繫:ㄐㄧˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15041:喜:ㄒㄧˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14944:己:ㄐㄧˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
